date,min,max,pm25,q1,q3,stdev,count
2025-08-25T00:00:00.000Z,1.2,7.05,1.9,1.65,2.22,0.473,590
2025-08-26T00:00:00.000Z,0.5,25.83,1.7,1.2,2.38,1.319,587
2025-08-27T00:00:00.000Z,1.4,5.28,2.2,1.75,3.3,0.896,591
2025-08-28T00:00:00.000Z,1.38,17.05,3.58,2.8,4.45,2.937,591
2025-08-29T00:00:00.000Z,1.7,28.85,5.21,2.67,13.6,6.084,590
2025-08-30T00:00:00.000Z,2.65,19.2,6.3,4.5,8.28,2.891,592
2025-08-31T00:00:00.000Z,1.3,16.77,3.6,2.6,10.3,4.335,591
2025-09-01T00:00:00.000Z,1.73,6.95,3.41,2.78,3.97,1.069,590
2025-09-02T00:00:00.000Z,4.3,17.2,7.9,6.72,11.63,3.163,592
2025-09-03T00:00:00.000Z,1.1,14.57,3.63,1.8,7.65,3.284,590
2025-09-04T00:00:00.000Z,1.05,3.8,1.65,1.4,2.13,0.574,590
2025-09-05T00:00:00.000Z,1.5,13.95,2.52,2.2,3.7,1.578,463
2025-09-06T00:00:00.000Z,1.3,1.8,1.6,1.5,1.7,0.15,11
2025-09-07T00:00:00.000Z,1,2.5,1.4,1.2,1.77,0.366,252
2025-09-08T00:00:00.000Z,2,12.57,5.49,4.15,7.46,2.341,308
2025-09-09T00:00:00.000Z,4.18,20.67,10.02,5.93,12.13,4.159,590
2025-09-10T00:00:00.000Z,5.2,14.82,10.8,7.35,12.04,2.572,557
2025-09-11T00:00:00.000Z,1.27,20.05,2.87,2.15,4.21,4.03,588
2025-09-12T00:00:00.000Z,0.9,8.05,1.75,1.5,2,0.572,593
2025-09-13T00:00:00.000Z,0.9,5.28,1.42,1.3,1.63,0.357,592
2025-09-14T00:00:00.000Z,0.8,7.82,1.5,1.25,2.24,0.723,592
2025-09-15T00:00:00.000Z,1,6.8,2,1.75,2.2,0.456,507
2025-09-16T00:00:00.000Z,1.2,4.57,1.85,1.63,2.1,0.38,591
2025-09-17T00:00:00.000Z,1.2,4.5,1.8,1.62,1.94,0.291,592
2025-09-18T00:00:00.000Z,0.6,7.8,2.13,1.9,2.42,0.611,591
